,Hotel_name,Rating,Coordinates,Description,Link,City
48,Novotel Atria Nimes Centre,"7,9","43.83542065,4.36340421","['Le Novotel Atria Nîmes Centre vous accueille dans le centre-ville de Nîmes, à quelques minutes de la gare, des célèbres arènes romaines et de la place principale.', 'Le Novotel Atria Nîmes Centre convient aux voyageurs d’affaires et aux vacanciers. Il comporte 119 chambres confortables et climatisées, un restaurant, un bar ainsi que 9 salles de conférence idéales pour les réunions et les séminaires.', 'Un petit-déjeuner buffet est servi tous les jours et le restaurant de l’hôtel propose une cuisine française. Vous pourrez vous détendre au bar, qui propose des boissons et des collations.', 'Récompensé pour son respect de l’environnement, cet hôtel moderne et bien entretenu vous propose un service attentionné. ', ""\nC'est le quartier préféré des voyageurs visitant Nîmes, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nNovotel\n']",<200 https://www.booking.com/hotel/fr/atria-nimes-centre.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
49,Central Hotel,"7,5","43.83899502,4.36281145","[""Le Central Hotel occupe un bâtiment rénové du XVIIIe siècle dans le centre historique de Nîmes, juste derrière l'ancien site romain de la porte d'Auguste. Il possède des chambres insonorisées dotées d'une salle de bains privative."", ""Les portes des chambres sont décorées par un artiste local. Chacune est dotée d'une télévision et d'une douche.\n"", 'Certaines offrent une vue sur les toits de Nîmes et sur la Tour Magne.', ""L'hôtel possède un bar privé et sert tous les matins un petit-déjeuner traditionnel français. Un service d'étage est par ailleurs assuré."", ""Une connexion Wi-Fi gratuite est disponible dans toutes les parties communes et vous disposerez d'une bagagerie. Une chambre accessible aux personnes à mobilité réduite est également disponible."", ""Le Central Hotel se trouve à 100 mètres d'un arrêt de la navette desservant l'aéroport de Nîmes et à moins de 10 minutes à pied de la gare TGV de Nîmes. La cathédrale Notre-Dame-et-Saint-Castor se situe à 280 mètres. "", ""\nC'est le quartier préféré des voyageurs visitant Nîmes, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/central-nimes.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
50,hotelF1 Nîmes Ouest,"6,4","43.81533400,4.34405200","[""L'hotelF1 Nîmes Ouest est situé à Nîmes, à 44 km de Montpellier et à 40 km d'Avignon."", ""Toutes les chambres donnent accès à une salle de bains commune. Vous pourrez acheter des serviettes microfibre à l'hôtel moyennant des frais supplémentaires de EUR 3 chacune."", 'La réception est ouverte 24h/24.', ""Nîmes se trouve à 2,8 km de l'Hotelf1 Nîmes Ouest, tandis qu'Arles vous attend à 28 km. L'aéroport de Montpellier-Méditerranée, le plus proche, est implanté à 41 km. "", '\n', '\nChaîne hôtelière/marque:\nhotelF1\n']",<200 https://www.booking.com/hotel/fr/hotelf1-nimes-ouest.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
51,Hotel Concorde,"6,9","43.83612815,4.36126995","[""Situé dans une rue piétonne du centre de Nîmes, l'Hôtel Concorde vous propose des chambres sobres dotées d'une connexion Wi-Fi gratuite. Les arènes antiques de Nîmes se trouvent à 200 mètres."", ""Accessibles uniquement par un escalier raide, les chambres de l'Hôtel Concorde comprennent une télévision et une armoire. Certaines sont dotées d'une salle de bains privative avec douche et toilettes. Vous pourrez emprunter une sélection de livres et de bandes dessinées à l'hôtel pendant votre séjour."", ""Vous trouverez plusieurs restaurants, bars et épiceries à 50 mètres de l'établissement. Le musée d'Art contemporain de Nîmes est situé à 650 mètres et les Jardins de la fontaine, un parc classique du XVIIe siècle, sont à 15 minutes à pied de l'Hôtel Concorde."", ""Vous pourrez également découvrir le pont du Gard à 30 km de l'hôtel. La gare ferroviaire de Nîmes se trouve à 8 minutes de marche et l'aéroport de Montpellier est à 53 km. Des places de stationnement publiques sont accessibles à proximité. "", ""\nC'est le quartier préféré des voyageurs visitant Nîmes, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/concorde-nimes.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
52,Hôtel Le Pré Galoffre,"8,4","43.78858215,4.35380258","[""L'Hôtel Le Pré Galoffre vous accueille dans un cadre rural paisible, à 10 minutes en voiture du centre de Nîmes. Il dispose d'une piscine extérieure, d'une terrasse bien exposée et d'une connexion Wi-Fi gratuite."", ""Les chambres sont aménagées dans un bâtiment provençal traditionnel en pierre. Elles sont toutes dotées de la climatisation ainsi que d'une télévision à écran plat."", ""Chaque jour, l'hôtel Galoffre propose un vaste choix d'options pour le petit-déjeuner. Vous pourrez aussi dîner au bord de la piscine lorsque le temps le permet."", ""Par ailleurs, un service de location de vélos et de voitures est assuré sur place. Des paniers-repas sont également disponibles pour le déjeuner. À proximité, vous pourrez faire de la randonnée ainsi que de l'équitation."", ""Si vous voyagez en voiture, vous pourrez profiter gratuitement du parking sur place. Les autoroutes A9 et A54 se trouvent à 4 km de l'Hôtel Le Pré Galoffre. L'aéroport de Nîmes-Alès-Camargue-Cévennes est accessible en 15 minutes de route. "", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/lepregaloffrenimes.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
53,Hôtel & Spa Vatel,"8,2","43.82057675,4.31912698","['Le complexe 4 étoiles Hôtel & Spa Vatel propose un accès gratuit au spa et à la salle de sport, où vous profiterez d’une piscine intérieure chauffée et d’un jacuzzi. Il vous accueille à 10 minutes de route du centre-ville de Nîmes et à 15 km de l’aéroport de Nîme-Arles-Camargue.', 'Les chambres disposent d’une connexion Internet gratuite et d’une salle de bains privative.', 'Cet établissement possède par ailleurs 2 restaurants. Offrant une vue panoramique sur la région, le restaurant Vatel vous servira une cuisine gastronomique aux saveurs méridionales. La Brasserie Vatel propose quant à elle un buffet méditerranéen. En été, vous pourrez prendre vos repas sur la terrasse. Le matin, vous aurez le choix entre un petit-déjeuner buffet à la brasserie ou un petit-déjeuner continental servi en chambre.', 'Pendant la Feria, un service de navette pour le centre-ville et les arènes de Nîmes part toutes les 30 minutes de l’hôtel.', 'Cet hôtel est rattaché à l’école internationale d’hôtellerie et de gestion de Vatel.', 'Situé à 5 minutes de route de l’autoroute E15/A9, il met gratuitement à votre disposition un parking privé sur place. ', '\n', '\n']",<200 https://www.booking.com/hotel/fr/vatel.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
54,Hotel Des Tuileries,"8,3","43.83642382,4.36474532","[""L'Hôtel des Tuileries vous accueille non loin du centre de Nîmes, à proximité des célèbres arènes et à 5 minutes de marche du tribunal de grande instance. Cet établissement propose des hébergements 2 étoiles confortables et une connexion Wi-Fi gratuite dans l’ensemble de ses locaux."", 'Spacieuses et joliment décorées, les chambres sont équipées de la climatisation. Vous disposerez de la télévision par câble, d’un réfrigérateur et d’un espace de rangement. La salle de bains privative est pourvue d’un sèche-cheveux.', 'Un petit-déjeuner buffet est servi chaque matin sur place. Vous pourrez le déguster dans la salle prévue à cet effet ou dans votre chambre.', 'Vous séjournerez à 10 minutes de marche du musée du Vieux Nîmes et de la cathédrale. Le musée de la Romanité et la gare de Nîmes se trouvent respectivement à 550 et 350 mètres seulement. Enfin, un parking privé vous attend à proximité. ', ""\nC'est le quartier préféré des voyageurs visitant Nîmes, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/hotel-des-tuileries.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
55,ibis Styles Nimes Gare Centre,"8,3","43.83175755,4.36697356","[""Situé en face de la gare de Nîmes, cet hôtel propose des chambres abordables dotées d'une connexion Wi-Fi gratuite et de la télévision par satellite. Un petit-déjeuner buffet est servi tous les matins et la réception est ouverte 24h/24."", ""Affichant un style contemporain, les chambres climatisées sont équipées d'une télévision à écran plat et d'une radio. Chacune possède une salle de bains privative pourvue d'une douche et d'un sèche-cheveux."", ""À l'Ibis Styles Nîmes Centre Gare, vous pourrez siroter un verre au bar, qui est ouvert toute la journée. De plus, l'hôtel met à votre disposition des journaux et une bagagerie."", 'Les arènes de Nîmes, son centre historique et la cathédrale de Nîmes sont accessibles en 10 minutes à pied. ', ""\nC'est le quartier préféré des voyageurs visitant Nîmes, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nibis Styles\n']",<200 https://www.booking.com/hotel/fr/ibis-styles-nimes-centre-gare.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
56,"The Originals City, Hôtel Nîmes Costières, Ex Inter Hôtel","7,1","43.81465315,4.34430957","[""L'établissement The Originals City, Hôtel Nîmes Costières, Ex Inter Hôtel se trouve à 1 km du stade Costière, à côté de la sortie 25 de l'autoroute A9 Nîmes-Ouest. Il propose des chambres insonorisées avec connexion Wi-Fi gratuite, une piscine extérieure et un restaurant sur place."", ""Les chambres de l'établissement The Originals City, Hôtel Costières, Nîmes disposent de la climatisation, d'une salle de bains privative et d'une télévision par câble. Des chambres familiales sont également disponibles."", 'Vous pourrez vous détendre avec un apéritif au bar ou déguster des plats français traditionnels au restaurant.', ""En plus d'une réception ouverte 24h/24, l'établissement The Originals City, Hôtel Costières, Nîmes propose un service de blanchisserie et peut préparer des paniers-repas sur demande."", ""Le parking de l'hôtel dispose d'une surveillance vidéo et d'un gardien de nuit. Vous pourrez explorer la Camargue, les Cévennes et la Provence en voiture. "", '\n', '\nChaîne hôtelière/marque:\nThe Originals City\n']",<200 https://www.booking.com/hotel/fr/balladinssuperiornimes.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
57,Kyriad Nimes Centre,"6,9","43.83775973,4.36387226","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Kyriad Nimes Centre\xa0! "", ' pour économiser.', ""L'hôtel Kyriad Nimes Centre est situé au cœur de Nîmes, dans le plus vieux quartier de la ville, à proximité des arènes romaines, de la Maison Carrée, des musées et des rues commerçantes. Vous bénéficierez d’une connexion Wi-Fi gratuite."", ""Toutes les chambres disposent de la climatisation, de double vitrage et d'une salle de bains privative avec un sèche-cheveux. Les hébergements incluent une télévision à écran plat et un plateau/bouilloire avec des biscuits."", 'Vous pourrez savourer chaque matin un petit-déjeuner dans le confort de votre chambre. Vous profiterez d’une réception ouverte 24h/24 et d’un parking sécurisé sur place, sur réservation et sous réserve de disponibilité. ', ""\nC'est le quartier préféré des voyageurs visitant Nîmes, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nKyriad Hotel\n']",<200 https://www.booking.com/hotel/fr/kyriadnimescentre.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
58,Grand Hôtel de Nîmes 4 étoiles,"7,6","43.81471993,4.34627362","[""Situé à 2 km du centre de Nîmes, le Grand Hôtel de Nîmes 4 étoiles propose des hébergements climatisés, une connexion Wi-Fi gratuite, ainsi qu'un bar ouvert 24h/24 avec une terrasse donnant sur la piscine extérieure et le jardin."", ""Spacieuses, les chambres sont dotées d'une télévision par satellite à écran plat et d'un plateau/bouilloire. Leur salle de bains privative comporte une baignoire et un sèche-cheveux."", ""Lors de votre séjour au Grand Hôtel de Nîmes 4 étoiles, vous pourrez savourer une cuisine française traditionnelle au restaurant Apicius, sur la terrasse ou dans le jardin près de la piscine. Un petit-déjeuner buffet, composé de jus frais et de viennoiseries, est préparé tous les matins. Le déjeuner est servi dans un restaurant de style brasserie et le dîner dans le restaurant de l'hôtel, qui propose des formules. Vous pourrez prendre un verre au bar et choisir parmi une sélection de whiskies, de rhums et de cigares."", 'Un parking est disponible, moyennant des frais supplémentaires. Les nombreux sites romains de Nîmes, notamment les arènes réputées, la maison Carrée et les jardins de la Fontaine, vous attendent à proximité. Les plages les plus proches sont à moins de 30 minutes de route. Enfin, la gare de Nîmes est à 4 km. ', '\n', '\n']",<200 https://www.booking.com/hotel/fr/holiday-inn-nimes.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
59,Royal Hôtel,"8,2","43.83881510,4.35481846","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Royal Hôtel\xa0! "", ' pour économiser.', ""Situé au cœur de Nîmes, le Royal Hôtel dispose d'un restaurant sur place, La Bodéguita, qui s'ouvre sur la place Assas. L'hôtel se trouve à moins de 3 minutes à pied du temple Maison Carrée et de la galerie d'art moderne Carré d'Art. Une connexion Wi-Fi est disponible gratuitement."", ""L'établissement accepte les chiens de moins de 10 kg."", 'Accessible par un escalier, chaque chambre comprend la climatisation, une télévision à écran plat et une vue sur le patio intérieur ou la place Assas. Certains logements comprennent un coin salon, idéal pour se détendre après une journée bien remplie. Les chambres comprennent une salle de bains privative.', ""Le petit-déjeuner est servi tous les jours et se compose d'une sélection de produits bio frais. Vous pourrez déguster une cuisine espagnole et du poisson à la plancha au restaurant. Vous pourrez déguster des tapas sur la terrasse du bar."", ""Des soirées tango sont organisées sur la place Assas en juillet et en août. Des spectacles d'art et des expositions sont régulièrement organisés sur la place."", ""Le parc des expositions de Nîmes se trouve à 2,7 km du Royal Hôtel. L'aéroport de Montpellier-Méditerranée est implanté à 53 km. "", ""\nC'est le quartier préféré des voyageurs visitant Nîmes, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/royal.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
60,Best Western Marquis de la Baume,"7,9","43.83959476,4.36108410","['Situé dans le centre de la ville historique de Nîmes, le Best Western Marquis de la Baume occupe une maison de ville du XVIIe siècle, à seulement 3,7 km du parc des expositions de Nîmes et à 650 mètres des arènes. Une connexion est accessible gratuitement.', ""Les chambres disposent de la climatisation, d'une télévision par satellite à écran plat, d'un minibar, ainsi que d'une bouilloire électrique. Leur salle de bains privative est munie d'une baignoire ou d'une douche, d'un sèche-cheveux et d'articles de toilette gratuits."", 'Un petit-déjeuner buffet vous sera servi tous les jours dans le confort de votre chambre ou dans le patio intérieur, par beau temps.', ""L'établissement possède aussi une réception ouverte 24h/24 et un bar."", ""L'hôtel n'est qu'à 10 minutes à pied du Colisée et de la tour Magne. Un parking public est disponible à proximité. "", ""\nC'est le quartier préféré des voyageurs visitant Nîmes, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nBest Western\n']",<200 https://www.booking.com/hotel/fr/ha-tel-la-baume.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
61,Hotel Majestic,"8,6","43.83436329,4.36533675","[""Rénové en 2019, l'Hotel Majestic est situé à Nîmes, à seulement 320 mètres des arènes et du centre-ville de Nîmes. Vous serez aussi à 600 mètres du musée de la Romanité, à 1 km de la Maison Carrée et à 30 km from pont du Gard. La connexion Wi-Fi est gratuite."", ""Les logements climatisés comprennent une télévision par câble à écran plat. La salle de bains privative est pourvue d'un sèche-cheveux et d'articles de toilette gratuits."", ""Tout au long de l'année, vous pourrez déguster des boissons chaudes ou froides dans le patio. Le petit-déjeuner est servi tous les matins. Le personnel se fera un plaisir de vous conseiller sur les visites à faire dans la région."", ""L'Hotel Majestic se trouve à seulement 300 mètres de la gare TGV de Nîmes. Enfin, vous serez à 52 km de l'aéroport de Montpellier-Méditerranée. "", ""\nC'est le quartier préféré des voyageurs visitant Nîmes, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/majestic-nimes.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
62,ibis Nîmes Ouest - A9,"7,8","43.81389059,4.34434175","['Situé à côté de la sortie 25 sur l’autoroute A9, l’ibis Nîmes Ouest - A9 se trouve à 4 km du centre-ville de Nîmes et à 12 km de l’aéroport de Nîmes. Cet hôtel propose une piscine extérieure et une connexion Wi-Fi gratuite.', 'Les chambres climatisées de l’ibis Nîmes Ouest sont équipées d’une télévision à écran plat, d’une radio et d’un bureau. La salle de bains privative est pourvue d’une douche ou d’une baignoire, et toutes les chambres sont desservies par un ascenseur.', 'Tous les matins, vous pourrez déguster un petit-déjeuner buffet composé de mets sucrés et salés tels que des œufs, de la salade de fruits, des yaourts et des jus de fruits. Des viennoiseries faites sur place, des madeleines françaises fraîches, une boisson chaude et un fruit sont proposés à emporter.', 'Veuillez noter que le restaurant est ouvert du lundi au vendredi sur demande.\n', 'Le restaurant de l’établissement est fermé les samedis et dimanches, mais vous trouverez plusieurs autres restaurants à proximité de l’hôtel.\n', 'Les collations sont servies les samedis et dimanches, et le bar avec terrasse est également accessible.', 'La réception de l’ibis vous accueille 24h/24, et vous pourrez lire la presse quotidienne sur place.', 'Le parcours de golf de Vacquerolles se trouve à 7 km. Le pont du Gard , ancien aqueduc romain, se situe à 25 km, et la ville historique d’Uzès est à 40 minutes de route. Le parking surveillé sur place est gratuit. ', ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nibis\n']",<200 https://www.booking.com/hotel/fr/ibis-na-r-mes-ouest.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
63,Kyriad Nîmes Ouest A9,"7,7","43.81470735,4.34483260","['Idéalement situé à 10 minutes en voiture du centre de Nîmes et à 2 km de la sortie 25 de l’autoroute A9, l’établissement 3 étoiles Kyriad Nîmes Ouest propose une connexion Wi-Fi à 20 Mb/s gratuite et des coins salon extérieurs.', 'Décorées dans des tons méditerranéens, les chambres du Kyriad Nîmes Ouest A9 comprennent un plateau/bouilloire et une télévision à écran plat avec des chaînes internationales, comme les chaînes des bouquets Canal+. Leur salle de bains privative est pourvue d’articles de toilette gratuits.', 'Un petit-déjeuner buffet est servi chaque matin dans la salle prévue à cet effet ou dans le jardin. Vous savourerez un apéritif au bar-salon avant de dîner dans l’un des restaurants des environs.', 'Le parking privé sur place est gratuit. L’aéroport de Nîmes-Garons est implanté à 15 minutes de route. Les parcours de golf de Vacquerolles et de Nîmes Campagne se trouvent à 20 minutes en voiture. Cet établissement Kyriad comporte une réception ouverte 24h/24. ', ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nKyriad Hotel\n']",<200 https://www.booking.com/hotel/fr/kyriad-na-r-mes-ouest.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
64,B&B Hôtel Nîmes Centre Arènes,"7,4","43.82816140,4.35479020","['Situé à Nîmes, à 950 mètres des arènes, le B&B Hôtel Nîmes Centre Arènes propose une connexion Wi-Fi gratuite.', ""Les chambres climatisées disposent d’une télévision à écran plat. Leur salle de bains privative est pourvue d'une douche. Vous profiterez d'une vue sur la ville depuis votre chambre. Le linge de lit et du matériel de repassage sont fournis."", ""L'établissement possède un distributeur automatique."", ""L'arrêt de tramway Dhuoda se trouve à 2 minutes à pied et vous mènera à l'Arènes de Nîmes et au centre-ville historique."", ""L'aéroport de Montpellier-Méditerranée est situé à 50 km. Vous bénéficierez d'un parking privé doté de places de stationnement limitées. "", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nB&B Hotels\n']",<200 https://www.booking.com/hotel/fr/b-amp-b-nimes-centre-ville.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
65,Logis NIMOTEL Hôtel Cosy,"7,3","43.81557635,4.34660353","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Logis NIMOTEL Hôtel Cosy\xa0! "", ' pour économiser.', 'Le Logis NIMOTEL Hôtel Cosy vous accueille à 1 km de l’autoroute A9 et à 10 minutes en voiture du centre-ville de Nîmes. Cet établissement propose une réception ouverte 24h/24, une piscine extérieure sécurisée et une connexion Wi-Fi gratuite.', 'Ses chambres climatisées sont équipées d’une télévision par satellite à écran plat. Certaines chambres comprennent un plateau/bouilloire.', 'Le restaurant du Nimotel, Partage, sert une variété de plats traditionnels et de spécialités provençales. Vous trouverez également un bar et une terrasse au bord de la piscine, où vous pourrez vous détendre. Un petit-déjeuner buffet est servi tous les matins.', 'Si vous souhaitez explorer la région Occitanie en voiture,vous pourrez profiter d’un parking gratuit sur place. ', '\n', '\nChaîne hôtelière/marque:\nLogis Hôtels\n']",<200 https://www.booking.com/hotel/fr/nimotel.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
